ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME
10155,32,100,4526.1,10/6/2003 0:00 ,Shipped   ,4,10,2003,Classic Cars,S10_4757,"Toys of Finland, Co.          ",90-224 8555     ,Keskuskatu 45                           ,Helsinki      ,,21240   ,Finland      ,Karttunen ,Matti    
10167,44,100,5924.2,10/23/2003 0:00,Cancelled ,4,10,2003,Classic Cars,S10_4757,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10178,24,100,3492.5,11/8/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S10_4757,Alpha Cognac                  ,61.77.6555      ,1 rue Alsace-Lorraine                   ,Toulouse      ,,31000   ,France       ,Roulet    ,Annette  
10186,26,100,3854.2,11/14/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555  ,120 Hanover Sq.                         ,London        ,,WA1 1DP ,UK           ,Hardy     ,Thomas   
10197,45,100,5324.4,11/26/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S10_4757,Enaco Distributors            ,(93) 203 4555   ,"Rambla de Catalu¤a, 23                  ",Barcelona     ,,08022   ,Spain        ,Saavedra  ,Eduardo  
10209,39,100,5197.9,1/9/2004 0:00  ,Shipped   ,1,1,2004,Classic Cars,S10_4757,"Men 'R' US Retailers, Ltd.    ",2155554369      ,6047 Douglas Av.                        ,Los Angeles   ,CA        ,,USA          ,Chandler  ,Michael  
10222,49,100,5997.6,2/19/2004 0:00 ,Shipped   ,1,2,2004,Classic Cars,S10_4757,Collectable Mini Designs Co.  ,7605558146      ,361 Furth Circle                        ,San Diego     ,CA        ,91217   ,USA          ,Thompson  ,Valarie  
10248,20,100,2910.4,5/7/2004 0:00  ,Cancelled ,2,5,2004,Classic Cars,S10_4757,Land of Toys Inc.             ,2125557818      ,897 Long Airport Avenue                 ,NYC           ,NY        ,10022   ,USA          ,Yu        ,Kwai     
10261,27,100,3378.2,6/17/2004 0:00 ,Shipped   ,2,6,2004,Classic Cars,S10_4757,Qu‚bec Home Shopping Network  ,(514) 555-8054  ,43 rue St. Laurent                      ,Montr‚al      ,Qu‚bec    ,H1J 1C3 ,Canada       ,FresniŠre ,Jean     
10273,30,100,3508.8,7/21/2004 0:00 ,Shipped   ,3,7,2004,Classic Cars,S10_4757,Petit Auto                    ,(02) 5554 67    ,Rue Joseph-Bens 532                     ,Bruxelles     ,,B-1180  ,Belgium      ,Dewey     ,Catherine
10283,25,100,2992,8/20/2004 0:00 ,Shipped   ,3,8,2004,Classic Cars,S10_4757,"Royal Canadian Collectables, L",(604) 555-4555  ,23 Tsawassen Blvd.                      ,Tsawassen     ,BC        ,T2F 8M4 ,Canada       ,Lincoln   ,Elizabeth
10295,24,100,3427.2,9/10/2004 0:00 ,Shipped   ,3,9,2004,Classic Cars,S10_4757,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
10307,22,100,2692.8,10/14/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S10_4757,"Classic Gift Ideas, Inc       ",2155554695      ,782 First Street                        ,Philadelphia  ,PA        ,71270   ,USA          ,Cervantes ,Francisca
10316,33,100,4129,11/1/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S10_4757,giftsbymail.co.uk             ,(198) 555-8888  ,Garden House Crowther Way               ,Cowes         ,Isle of Wi,PO31 7PJ,UK           ,Bennett   ,Helen    
10325,47,64.9,3051.7,11/5/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S10_4757,Baane Mini Imports            ,07-98 9555      ,Erling Skakkes gate 78                  ,Stavern       ,,4110    ,Norway       ,Bergulfsen,Jonas    
10337,25,48,1201.2,11/21/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S10_4757,Classic Legends Inc.          ,2125558493      ,5905 Pompton St.                        ,NYC           ,NY        ,10022   ,USA          ,Hernandez ,Maria    
10350,26,75.5,1962.2,12/2/2004 0:00 ,Shipped   ,4,12,2004,Classic Cars,S10_4757,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10359,48,54.7,2624.6,12/15/2004 0:00,Shipped   ,4,12,2004,Classic Cars,S10_4757,Reims Collectables            ,26.47.1555      ,59 rue de l'Abbaye                      ,Reims         ,,51100   ,France       ,Henriot   ,Paul     
10373,39,100,4046.2,1/31/2005 0:00 ,Shipped   ,1,1,2005,Classic Cars,S10_4757,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10384,34,100,4846.7,2/23/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S10_4757,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10395,32,100,3370.6,3/17/2005 0:00 ,Shipped   ,1,3,2005,Classic Cars,S10_4757,Lyon Souveniers               ,+33 1 46 62 7555,27 rue du Colonel Pierre Avia           ,Paris         ,,75508   ,France       ,Da Cunha  ,Daniel   
10400,64,100,9661.4,4/1/2005 0:00  ,Shipped   ,2,4,2005,Classic Cars,S10_4757,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10414,19,100,2764.9,5/6/2005 0:00  ,On Hold   ,2,5,2005,Classic Cars,S10_4757,Gifts4AllAges.com             ,6175559555      ,8616 Spinnaker Dr.                      ,Boston        ,MA        ,51003   ,USA          ,Yoshido   ,Juri     
10103,42,100,5398.3,1/29/2003 0:00 ,Shipped   ,1,1,2003,Classic Cars,S10_4962,Baane Mini Imports            ,07-98 9555      ,Erling Skakkes gate 78                  ,Stavern       ,,4110    ,Norway       ,Bergulfsen,Jonas    
10114,31,100,4305.3,4/1/2003 0:00  ,Shipped   ,2,4,2003,Classic Cars,S10_4962,"La Corne D'abondance, Co.     ",(1) 42.34.2555  ,"265, boulevard Charonne                 ",Paris         ,,75012   ,France       ,Bertrand  ,Marie    
10126,22,100,3347.7,5/28/2003 0:00 ,Shipped   ,2,5,2003,Classic Cars,S10_4962,"Corrida Auto Replicas, Ltd    ",(91) 555 22 82  ,"C/ Araquil, 67                          ",Madrid        ,,28023   ,Spain        ,Sommer    ,Mart¡n   
10140,26,100,3188.1,7/24/2003 0:00 ,Shipped   ,3,7,2003,Classic Cars,S10_4962,Technics Stores Inc.          ,6505556809      ,9408 Furth Circle                       ,Burlingame    ,CA        ,94217   ,USA          ,Hirano    ,Juri     
10150,20,100,3191.2,9/19/2003 0:00 ,Shipped   ,3,9,2003,Classic Cars,S10_4962,"Dragon Souveniers, Ltd.       ",+65 221 7555    ,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye    ",Singapore     ,,079903  ,Singapore    ,Natividad ,Eric     
10164,21,100,3536.8,10/21/2003 0:00,Resolved  ,4,10,2003,Classic Cars,S10_4962,Mini Auto Werke               ,7675-3555       ,Kirchgasse 6                            ,Graz          ,,8010    ,Austria      ,Mendel    ,Roland   
10175,33,100,5362.8,11/6/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S10_4962,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10183,28,100,3433.4,11/13/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S10_4962,"Classic Gift Ideas, Inc       ",2155554695      ,782 First Street                        ,Philadelphia  ,PA        ,71270   ,USA          ,Cervantes ,Francisca
10194,26,100,4263.7,11/25/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S10_4962,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10207,31,100,4076.2,12/9/2003 0:00 ,Shipped   ,4,12,2003,Classic Cars,S10_4962,Diecast Collectables          ,6175552555      ,6251 Ingle Ln.                          ,Boston        ,MA        ,51003   ,USA          ,Franco    ,Valarie  
10217,48,100,7020.5,2/4/2004 0:00  ,Shipped   ,1,2,2004,Classic Cars,S10_4962,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10229,50,100,6426.5,3/11/2004 0:00 ,Shipped   ,1,3,2004,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10245,28,100,4591.7,5/4/2004 0:00  ,Shipped   ,2,5,2004,Classic Cars,S10_4962,Super Scale Inc.              ,2035559545      ,567 North Pendale Street                ,New Haven     ,CT        ,97823   ,USA          ,Murphy    ,Leslie   
10259,26,100,4033.4,6/15/2004 0:00 ,Shipped   ,2,6,2004,Classic Cars,S10_4962,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10270,32,100,4302.1,7/19/2004 0:00 ,Shipped   ,3,7,2004,Classic Cars,S10_4962,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10281,44,100,7020.6,8/19/2004 0:00 ,Shipped   ,3,8,2004,Classic Cars,S10_4962,Diecast Classics Inc.         ,2155551555      ,7586 Pompton St.                        ,Allentown     ,PA        ,70267   ,USA          ,Yu        ,Kyung    
10291,30,100,3855.9,9/8/2004 0:00  ,Shipped   ,3,9,2004,Classic Cars,S10_4962,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10305,38,100,6680.8,10/13/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S10_4962,Marta's Replicas Co.          ,6175558555      ,39323 Spinnaker Dr.                     ,Cambridge     ,MA        ,51247   ,USA          ,Hernandez ,Marta    
10313,40,100,6678,10/22/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S10_4962,Canadian Gift Exchange Network,(604) 555-3392  ,1900 Oak St.                            ,Vancouver     ,BC        ,V3F 2K1 ,Canada       ,Tannamuri ,Yoshi    
10322,46,62,2851.5,11/4/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S10_4962,Online Diecast Creations Co.  ,6035558647      ,2304 Long Airport Avenue                ,Nashua        ,NH        ,62005   ,USA          ,Young     ,Valarie  
10334,26,100,3188.1,11/19/2004 0:00,On Hold   ,4,11,2004,Classic Cars,S10_4962,"Volvo Model Replicas, Co      ",0921-12 3555    ,Berguvsv„gen  8                         ,Lule†         ,,S-958 22,Sweden       ,Berglund  ,Christina
10347,27,100,4428,11/29/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S10_4962,"Australian Collectors, Co.    ",03 9520 4555    ,636 St Kilda Road                       ,Melbourne     ,Victoria  ,3004    ,Australia    ,Ferguson  ,Peter    
10357,43,100,5780.9,12/10/2004 0:00,Shipped   ,4,12,2004,Classic Cars,S10_4962,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10370,35,65.6,2297.1,1/20/2005 0:00 ,Shipped   ,1,1,2005,Classic Cars,S10_4962,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10381,37,100,6231.5,2/17/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S10_4962,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10391,37,46.9,1735.3,3/9/2005 0:00  ,Shipped   ,1,3,2005,Classic Cars,S10_4962,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10411,27,100,4427.7,5/1/2005 0:00  ,Shipped   ,2,5,2005,Classic Cars,S10_4962,Qu‚bec Home Shopping Network  ,(514) 555-8054  ,43 rue St. Laurent                      ,Montr‚al      ,Qu‚bec    ,H1J 1C3 ,Canada       ,FresniŠre ,Jean     
10425,38,100,5894.9,5/31/2005 0:00 ,In Process,2,5,2005,Classic Cars,S10_4962,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10108,33,100,5265.1,3/3/2003 0:00  ,Shipped   ,1,3,2003,Classic Cars,S12_1099,Cruz & Sons Co.               ,+63 2 555 3587  ,15 McCallum Street - NatWest Center #13-,Makati City   ,,1227 MM ,Philippines  ,Cruz      ,Arnold   
10122,42,100,7599.9,5/8/2003 0:00  ,Shipped   ,2,5,2003,Classic Cars,S12_1099,Marseille Mini Autos          ,91.24.4555      ,"12, rue des Bouchers                    ",Marseille     ,,13008   ,France       ,Lebihan   ,Laurence 
10135,42,100,8008.6,7/2/2003 0:00  ,Shipped   ,3,7,2003,Classic Cars,S12_1099,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10147,48,100,9245.8,9/5/2003 0:00  ,Shipped   ,3,9,2003,Classic Cars,S12_1099,Collectables For Less Inc.    ,6175558555      ,7825 Douglas Av.                        ,Brickhaven    ,MA        ,58339   ,USA          ,Nelson    ,Allen    
10159,41,100,8296.4,10/10/2003 0:00,Shipped   ,4,10,2003,Classic Cars,S12_1099,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10169,30,100,5019.9,11/4/2003 0:00 ,Shipped   ,4,11,2003,Classic Cars,S12_1099,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10181,27,100,5411.1,11/12/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S12_1099,Herkku Gifts                  ,+47 2267 3215   ,"Drammen 121, PR 744 Sentrum             ",Bergen        ,,N 5804  ,Norway       ,Oeztan    ,Veysel   
10191,21,100,3840.9,11/20/2003 0:00,Shipped   ,4,11,2003,Classic Cars,S12_1099,"Toms Spezialit„ten, Ltd       ",0221-5554327    ,Mehrheimerstr. 369                      ,K”ln          ,,50739   ,Germany      ,Pfalzheim ,Henriette
10203,20,100,3930.4,12/2/2003 0:00 ,Shipped   ,4,12,2003,Classic Cars,S12_1099,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10211,41,100,7498.9,1/15/2004 0:00 ,Shipped   ,1,1,2004,Classic Cars,S12_1099,Auto Canal+ Petit             ,(1) 47.55.6555  ,"25, rue Lauriston                       ",Paris         ,,75016   ,France       ,Perrier   ,Dominique
10225,27,100,4517.9,2/22/2004 0:00 ,Shipped   ,1,2,2004,Classic Cars,S12_1099,"Vida Sport, Ltd               ",0897-034555     ,Grenzacherweg 237                       ,GenŠve        ,,1203    ,Switzerland  ,Holz      ,Michael  
10238,28,100,5774.7,4/9/2004 0:00  ,Shipped   ,2,4,2004,Classic Cars,S12_1099,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10253,24,100,3922.6,6/1/2004 0:00  ,Cancelled ,2,6,2004,Classic Cars,S12_1099,"UK Collectables, Ltd.         ",(171) 555-2282  ,Berkeley Gardens 12  Brewery            ,Liverpool     ,,WX1 6LT ,UK           ,Devon     ,Elizabeth
10266,44,100,9160.4,7/6/2004 0:00  ,Shipped   ,3,7,2004,Classic Cars,S12_1099,L'ordine Souveniers           ,0522-556555     ,Strada Provinciale 124                  ,Reggio Emilia ,,42100   ,Italy        ,Moroni    ,Maurizio 
10276,50,100,9631,8/2/2004 0:00  ,Shipped   ,3,8,2004,Classic Cars,S12_1099,Online Mini Collectables      ,6175557555      ,7635 Spinnaker Dr.                      ,Brickhaven    ,MA        ,58339   ,USA          ,Barajas   ,Miguel   
10287,21,100,3432.2,8/30/2004 0:00 ,Shipped   ,3,8,2004,Classic Cars,S12_1099,"Vida Sport, Ltd               ",0897-034555     ,Grenzacherweg 237                       ,GenŠve        ,,1203    ,Switzerland  ,Holz      ,Michael  
10300,33,100,5521.9,10/4/2003 0:00 ,Shipped   ,4,10,2003,Classic Cars,S12_1099,"Blauer See Auto, Co.          ",+49 69 66 90 255,Lyonerstr. 34                           ,Frankfurt     ,,60528   ,Germany      ,Keitel    ,Roland   
10310,33,100,6934.6,10/16/2004 0:00,Shipped   ,4,10,2004,Classic Cars,S12_1099,"Toms Spezialit„ten, Ltd       ",0221-5554327    ,Mehrheimerstr. 369                      ,K”ln          ,,50739   ,Germany      ,Pfalzheim ,Henriette
10320,31,100,6876.1,11/3/2004 0:00 ,Shipped   ,4,11,2004,Classic Cars,S12_1099,"Volvo Model Replicas, Co      ",0921-12 3555    ,Berguvsv„gen  8                         ,Lule†         ,,S-958 22,Sweden       ,Berglund  ,Christina
10329,41,71.5,2930.3,11/15/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S12_1099,Land of Toys Inc.             ,2125557818      ,897 Long Airport Avenue                 ,NYC           ,NY        ,10022   ,USA          ,Yu        ,Kwai     
10341,45,79.7,3584.2,11/24/2004 0:00,Shipped   ,4,11,2004,Classic Cars,S12_1099,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10363,33,85.4,2817.9,1/6/2005 0:00  ,Shipped   ,1,1,2005,Classic Cars,S12_1099,Suominen Souveniers           ,+358 9 8045 555 ,"Software Engineering Center, SEC Oy     ",Espoo         ,,FIN-0227,Finland      ,Suominen  ,Kalle    
10375,45,76,3420,2/3/2005 0:00  ,Shipped   ,1,2,2005,Classic Cars,S12_1099,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10389,26,99,2575,3/3/2005 0:00  ,Shipped   ,1,3,2005,Classic Cars,S12_1099,Scandinavian Gift Ideas       ,0695-34 6555    ,?kergatan 24                            ,Br„cke        ,,S-844 67,Sweden       ,Larsson   ,Maria    
10419,12,100,1961.3,5/17/2005 0:00 ,Shipped   ,2,5,2005,Classic Cars,S12_1099,Salzburg Collectables         ,6562-9555       ,Geislweg 14                             ,Salzburg      ,,5020    ,Austria      ,Pipps     ,Georg    
10105,41,100,8690.4,2/11/2003 0:00 ,Shipped   ,1,2,2003,Classic Cars,S12_1108,Danish Wholesale Imports      ,31 12 3555      ,Vinb‘ltet 34                            ,Kobenhavn     ,,1734    ,Denmark      ,Petersen  ,Jytte    
10117,33,100,6034.4,4/16/2003 0:00 ,Shipped   ,2,4,2003,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.       ",+65 221 7555    ,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye    ",Singapore     ,,079903  ,Singapore    ,Natividad ,Eric     
10127,46,100,11279.2,6/3/2003 0:00  ,Shipped   ,2,6,2003,Classic Cars,S12_1108,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10142,33,100,8023.3,8/8/2003 0:00  ,Shipped   ,3,8,2003,Classic Cars,S12_1108,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10153,20,100,4904,9/28/2003 0:00 ,Shipped   ,3,9,2003,Classic Cars,S12_1108,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10165,44,100,8594.5,10/22/2003 0:00,Shipped   ,4,10,2003,Classic Cars,S12_1108,"Dragon Souveniers, Ltd.       ",+65 221 7555    ,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye    ",Singapore     ,,079903  ,Singapore    ,Natividad ,Eric     
